지역,도서관명,건물면적,열람석,PC 유무,관리자용 컴퓨터,이용자용 컴퓨터
경남 김해시,이안나누리작은도서관,129,30,있다,1,1
경남 사천시,이안애작은도서관,65,23,있다,1,0
경남 양산시,이편한 작은 도서관,82,40,있다,1,0
경남 진주시,이현동 웰가아파트 새마을문고,159,64,있다,1,1
경남 김해시,일동미라주아파트작은도서관,159,65,없다,0,0
경남 김해시,일동한신꿈나무작은도서관,190,20,있다,1,1
경남 창원시,일신숲속마을작은도서관,36,20,있다,1,0
경남 창원시,자산마을문고,56,25,있다,1,1
경남 창원시,자여마을도서관,77,14,있다,1,0
경남 진주시,자이새마을작은도서관,63,42,있다,1,0
경남 진주시,작은 영어도서관,40,21,있다,1,0
경남 창원시,작은숲영어도서관,97,18,있다,2,1
경남 창녕군,장마새마을문고,33,10,있다,1,0
경남 김해시,장유대우작은도서관,181,30,있다,2,1
경남 하동군,적량(죽치)새마을문고,50,20,없다,0,0
경남 합천군,적중문고,84,16,있다,1,5
경남 통영시,정량동새마을작은도서관,69,13,있다,1,0
경남 진주시,정촌면 새마을문고(정촌글샘),56,8,있다,1,0
경남 진주시,제자교회부설 예닮작은도사관,50,18,있다,1,1
경남 김해시,젤미작은도서관,176,25,있다,1,1
경남 진주시,주약현대마을도서관 다락,135,40,있다,1,0
경남 김해시,주촌디딤돌작은도서관,106,20,있다,1,1
경남 통영시,중앙동새마을작은도서관,83,35,있다,0,5
경남 진주시,중앙성결문고,80,15,있다,1,0
경남 진주시,중앙어린이도서관,45,20,없다,0,0
경남 창원시,중앙평생교육센터,277,16,있다,3,4
경남 하동군,중일 새마을문고,33,24,있다,1,1
경남 김해시,중흥샘이깊은작은도서관,146,42,있다,1,1
경남 함양군,지리산(군부대) 새마을문고,50,28,없다,0,0
경남 하동군,지리산반달작은도서관 ,75,20,있다,1,0
경남 함양군,지리산한울문고,51,36,있다,1,0
경남 창녕군,지산각(창녕고등학교 도서관),875,65,있다,1,4
경남 통영시,지식충전소,114,20,있다,1,2
경남 창녕군,지혜누리(계창우리학교마을도서관),133,50,있다,2,5
경남 김해시,진례작은도서관,140,40,있다,1,1
경남 사천시,진사주공작은도서관,60,12,있다,1,0
경남 김해시,진영소망작은도서관,120,10,없다,0,0
경남 진주시,진주YWCA다문화작은도사관 단비,92,42,있다,1,0
경남 진주시,진주여성회부설 달팽이어린이 도서관,190,50,있다,1,0
경남 창원시,진해 자은3주공아파트문고,129,30,없다,0,0
경남 창원시,진해그루터기문고,116,50,있다,1,5
경남 진주시,집현면 새마을문고,400,36,있다,1,0
경남 진주시,착한마음도서관,39,10,없다,0,0
경남 진주시,참좋은작은도서관,85,10,있다,1,0
경남 창원시,창원다문화어린이도서관,198,24,있다,3,1
경남 창원시,창원시아이세상장난감도서관,198,30,있다,6,1
경남 김해시,책고래작은도서관,193,20,있다,1,1
경남 사천시,책놀이터어린이작은도서관,135,20,있다,3,0
경남 의령군,책동이마을문고,60,35,있다,1,2
경남 사천시,책마루도서관,157,18,있다,1,0
경남 고성군,책사랑작은도서관,414,50,있다,2,1
경남 창원시,책사랑회내서마을도서관,99,45,있다,2,0
경남 진주시,책읽는푸른마을도서관,100,30,있다,1,0
경남 창원시,천주평생교육센터,102,30,있다,2,2
경남 양산시,청어람아파트새마을문고,130,70,있다,1,0
경남 하동군,청학 작은도서관,254,20,있다,1,1
경남 하동군,청학골새마을도서관,144,18,없다,0,0
경남 밀양시,초동작은도서관,42,12,있다,1,1
경남 진주시,초록에뜰 작은도서관,92,25,있다,1,0
경남 진주시,초전 해모로 루비채 2단지 북카페,127,50,없다,0,0
경남 진주시,초전푸르지오1단지작은도서관,69,25,있다,1,0
경남 함안군,칠원대동 새마을문고,50,12,없다,0,0
경남 김해시,캐슬작은도서관,85,22,있다,1,1
경남 양산시,코아루작은도서관,113,70,있다,1,0
경남 사천시,큰꿈 작은도서관,161,35,있다,1,0
경남 합천군,토끼와거북이리더십도서관,38,15,있다,1,0
경남 통영시,통영시민교회 작은도서관,37,14,없다,0,0
경남 창원시,트리비앙도서관,66,16,있다,1,0
경남 창원시,팔룡평생교육센터,268,42,있다,2,4
경남 김해시,팔판작은도서관,126,30,있다,1,1
경남 진주시,평거동 새마을 작은도서관,82,20,있다,0,1
경남 진주시,평거휴먼시아3단지글샘누리,104,22,있다,0,1
경남 사천시,평생학습센터 작은도서관,165,90,있다,1,0
경남 진주시,푸르미작은도서관,225,106,있다,1,0
경남 통영시,푸르지오1차새마을작은도서관,46,15,있다,2,0
경남 거제시,푸른숲 작은도서관,250,80,있다,1,1
경남 김해시,푸른숲작은도서관,60,20,있다,1,4
경남 진주시,핑크드림도서관,36,24,있다,1,0
경남 함안군,하늘꿈 작은 도서관,36,11,있다,1,0
경남 김해시,하늘빛작은도서관,211,32,있다,1,0
경남 진주시,하늘소작은도서관,45,20,있다,1,1
경남 창원시,하늘채문화의집작은도서관,218,70,있다,1,1
경남 진주시,하대1동 새마을문고,38,16,없다,0,0
경남 함양군,학동새마을문고,33,10,없다,0,0
경남 김해시,한국작은도서관,138,14,있다,1,1
경남 김해시,한길솔로몬작은도서관,397,30,있다,1,1
경남 양산시,한내들작은도서관,35,26,있다,1,0
경남 창원시,한림리츠빌새마을문고,37,8,있다,1,0
경남 창원시,한빛어린이도서관,150,60,있다,2,0
경남 김해시,한신책사랑작은도서관,88,15,있다,1,1
경남 진주시,한우리 독서문화원,72,24,없다,0,0
경남 양산시,한일양지뜸작은도서관,69,48,있다,1,1
경남 사천시,한주빌라트 늘푸른작은도서관,66,15,있다,1,0
경남 함안군,함안군새마을작은도서관,33,20,있다,1,0
경남 함안군,함안주공새마을작은도서관,79,30,있다,1,0
경남 함양군,함양경찰서 새마을문고,40,10,있다,0,2
경남 창원시,합성 가고파 작은도서관,114,30,있다,2,2
경남 창원시,합성2동 새마을문고,64,30,있다,1,0
경남 합천군,합천군새마을문고센터,66,50,있다,0,1
경남 의령군,햇살문고,66,35,있다,1,2
경남 산청군,행복미소작은도서관,105,21,있다,1,0
경남 진주시,행복소리 작은도서관,82,12,있다,1,1
경남 합천군,행복한 아이터,40,12,있다,1,0
경남 김해시,행복한작은도서관,132,35,있다,1,1
경남 합천군,향파새마을문고,51,16,있다,1,0
경남 사천시,현대 작은도서관,89,18,있다,1,0
경남 창원시,호계영어도서관,148,20,있다,1,0
경남 하동군,화개 삼신 새마을문고,50,20,있다,4,1
경남 양산시,화성파크드림작은도서관,202,50,있다,1,1
경남 김해시,활천행복작은도서관,95,30,있다,1,1
경남 산청군,황금수레,160,30,없다,0,0
경남 양산시,황전새마을문고,65,22,있다,1,6
경남 창원시,회성동새마을문고,68,32,있다,1,0
경남 창원시,회원1동새마을문고 ,66,24,있다,1,0
경남 사천시,훼미리작은도서관,56,16,있다,1,0
경남 진주시,휴먼빌 꿈꾸는 도서관,139,15,있다,1,0
경남 양산시,휴먼빌둥지작은도서관,45,23,있다,1,0
경남 함양군,휴먼시아새마을문고,79,18,있다,1,0
경남 하동군,희망 작은도서관,155,30,있다,1,1
경남 창녕군,희망나무도서관,33,8,없다,0,0
경남 합천군,희망문고,66,40,있다,2,0
경남 남해군,희망키움 새마을문고,45,14,있다,1,0
경북 칠곡군,2주공 새마을작은도서관,82,24,있다,1,0
경북 칠곡군,3주공작은도서관,132,46,있다,1,0
경북 칠곡군,4주공새마을작은도서관,83,27,있다,1,0
경북 구미시,e.편한 새마을문고,109,40,있다,1,1
경북 구미시,가시골 새마을문고,76,15,있다,1,0
경북 영주시,가흥2동작은도서관,62,20,있다,1,0
경북 구미시,강변새마을문고,99,20,있다,1,0
경북 청송군,객주 소설도서관,158,10,있다,1,2
경북 경산시,경동북문고,99,72,없다,0,0
경북 경산시,계양작은도서관,185,45,없다,0,0
경북 김천시,고래실 작은도서관,112,30,있다,1,2
경북 고령군,고령새마을문고,83,30,없다,0,0
경북 경주시,고맙습니다해송작은도서관,148,26,있다,1,3
경북 칠곡군,공원새마을작은도서관,195,74,있다,1,2
경북 포항시,구룡포 작은도서관,244,80,있다,1,3
경북 포항시,구룡포읍 미르아라작은도서관,164,40,있다,1,1
경북 포항시,구룡포읍민도서관,280,90,있다,2,2
경북 군위군,군위군 새마을문고,60,10,있다,2,0
경북 울진군,근남 작은도서관,66,14,있다,1,1
경북 영주시,글마루,52,38,없다,0,0
경북 구미시,글마루 새마을문고,99,45,있다,2,0
경북 고령군,금류새마을문고,99,50,없다,0,0
경북 의성군,금성문고,60,24,있다,2,7
경북 칠곡군,금암새마을작은도서관,40,15,있다,1,0
경북 영천시,금창작은도서관,33,9,없다,0,0
경북 영덕군,금호작은도서관,122,20,없다,0,0
경북 포항시,기계면 버드내작은도서관,168,40,없다,0,0
경북 울진군,기성작은도서관,82,22,있다,1,0
경북 김천시,김산고을 작은도서관,193,40,있다,1,3
경북 김천시,김천제일문고,130,50,있다,2,1
경북 성주군,꿈과 쉼터,80,12,있다,1,0
경북 김천시,꿈앤들 작은도서관,90,20,있다,1,2
경북 고령군,꿈을 실은 도서관,37,10,없다,0,0
경북 문경시,꿈을키우는문고,116,35,있다,1,0
경북 칠곡군,남광새마을작은도서관,41,10,없다,0,0
경북 봉화군,내일학교도서관,129,20,없다,0,0
경북 포항시,농어촌두란노도서관,97,25,있다,1,3
경북 영천시,늘푸른쉼터(아동도서실),34,15,있다,1,0
경북 구미시,다봉새마을문고,122,30,있다,1,0
경북 의성군,다인문고,50,10,있다,1,0
경북 영천시,단포작은도서관,231,12,있다,1,0
경북 김천시,달봉산 작은도서관,154,35,있다,1,2
경북 칠곡군,대동다숲새마을작은도서관,235,50,있다,1,0
경북 포항시,대명 작은도서관,75,20,있다,1,0
경북 포항시,대송면 큰솔작은도서관,272,21,있다,1,1
경북 칠곡군,대화새마을작은도서관,165,50,있다,1,0
경북 포항시,대흥좋은나무도서관,82,30,있다,1,0
경북 영천시,덕암문고,33,20,없다,0,0
경북 경산시,도담도담작은도서관,162,50,있다,3,3
경북 칠곡군,동명작은도서관,266,63,있다,2,1
경북 문경시,동성마을문고,177,35,있다,1,2
경북 포항시,동해사랑 작은도서관,33,11,없다,0,0
경북 칠곡군,두성새마을작은도서관,66,20,없다,0,0
경북 포항시,두호동 두무치작은도서관,254,50,있다,1,1
경북 포항시,두호동 책이랑바다랑,40,12,있다,1,1
경북 구미시,등대작은도서관,45,80,있다,1,0
경북 구미시,뜨란채새마을문고,98,35,있다,1,0
경북 의성군,르네상스문흥작은도서관,162,12,있다,2,0
경북 안동시,마뜰작은도서관,161,55,있다,1,0
경북 영천시,망정작은도서관,106,25,있다,1,2
경북 칠곡군,매원새마을작은도서관,120,40,있다,2,0
경북 안동시,먼달작은도서관,138,30,있다,1,0
경북 영천시,무지개 작은 영어도서관,34,30,없다,0,0
경북 영천시,문내행복도서관,41,10,있다,1,0
경북 봉화군,물야면새마을문고,59,32,없다,0,0
경북 봉화군,법전면새마을문고,33,24,없다,0,0
경북 영천시,별빛문고,60,30,없다,0,0
경북 영천시,별빛작은도서관,99,12,있다,1,0
경북 김천시,보랏빛꿈 작은도서관,92,25,있다,1,12
경북 의성군,복사골 작은도서관,50,11,없다,0,0
경북 봉화군,봉성면새마을문고,33,20,없다,0,0
경북 봉화군,봉화읍새마을문고,116,50,있다,1,0
경북 칠곡군,부영새마을 작은도서관,75,25,있다,1,0
경북 포항시,부조 작은도서관,361,132,있다,1,2
경북 칠곡군,북삼삼주새마을작은도서관,150,40,있다,1,1
경북 칠곡군,북삼새마을작은도서관,157,30,없다,0,0
경북 칠곡군,북삼현대새마을작은도서관,205,30,있다,2,3
경북 영천시,북안 버들숲 작은도서관,165,20,있다,1,0
경북 포항시,브니엘 영어도서관,59,30,있다,1,2
경북 경산시,사랑이 꽃피는 작은 도서관,66,12,있다,1,0
경북 구미시,삼구트리니엔새마을작은도서관,101,30,있다,1,0
경북 김천시,삼산이수 작은도서관,220,40,있다,1,3
경북 칠곡군,삼성새마을작은도서관,203,206,있다,1,0
경북 칠곡군,삼청새마을작은도서관,82,40,있다,1,1
경북 포항시,상대동 큰섬마을작은도서관,102,25,있다,1,1
경북 봉화군,상운면새마을문고,67,32,없다,0,0
경북 의성군,새마을문고센터,105,60,있다,1,1
경북 포항시,새벽이슬 작은도서관,329,8,있다,1,0
경북 군위군,생각마루도서관,40,40,있다,1,2
경북 영천시,서부동 작은도서관,60,15,있다,1,0
경북 성주군,성주읍새마을문고,34,12,있다,1,0
경북 구미시,소나무새마을문고,99,45,있다,1,0
경북 구미시,소롯골 새마을문고,36,40,있다,1,0
경북 포항시,송도동 솔향작은도서관,100,20,있다,1,1
경북 영양군,수비면작은도서관,136,12,있다,1,3
경북 고령군,숲속의옹달샘도서관,175,32,있다,0,9
경북 포항시,신광면 비학산작은도서관,70,25,있다,1,1
경북 구미시,신나리새마을문고,33,19,있다,1,0
경북 경산시,아가페문고,95,25,있다,1,0
경북 구미시,아너스새마을문고,103,20,있다,2,0
경북 경산시,아름드리도서관,55,18,있다,1,0
경북 안동시,안동 옥동7주공 마을문고,36,8,있다,1,0
경북 칠곡군,약목삼주새마을작은도서관,181,30,있다,1,0
경북 칠곡군,약목새마을작은도서관,33,20,없다,0,0
경북 경주시,양남 꿈마루 작은도서관,232,36,있다,1,2
경북 경주시,양북 꿈마루 작은도서관,156,36,있다,1,2
경북 포항시,양학동 부학작은도서관,237,100,있다,1,1
경북 칠곡군,어울림새마을작은도서관,189,60,있다,1,1
경북 구미시,에덴문고,36,40,있다,1,0
경북 포항시,연일읍 미르작은도서관,219,26,있다,1,1
경북 포항시,연일읍 해돋이작은도서관,227,18,있다,1,1
경북 영주시,영주상망작은도서관,132,30,있다,1,3
경북 영주시,영주새마을문고,119,40,있다,0,1
경북 영주시,영주휴천작은도서관,76,20,있다,1,3
경북 구미시,예강문고,66,40,없다,0,0
경북 영덕군,예주작은도서관,140,28,있다,1,4
경북 예천군,예천군새마을도서관,85,50,있다,1,1
경북 칠곡군,오성새마을작은도서관,67,30,있다,1,0
경북 포항시,오천읍 그루터기작은도서관,200,40,있다,1,1
경북 포항시,오천읍 해와달작은도서관,100,30,있다,1,1
경북 안동시,옥동삼성1차새마을문고,41,13,없다,0,0
경북 울진군,온정작은도서관,116,32,있다,1,0
경북 포항시,용흥동 솔개재작은도서관,175,40,있다,1,1
경북 구미시,우림필유새마을문고,126,32,있다,1,0
경북 포항시,우방비치타운 도서실,70,20,없다,0,0
