지역,도서관명,연간 증가 장서 수,총 보유 장서 수,연간 증가 연속간행물 수,현재 총 보유 연속간행물 수
경기 과천시,문원동새마을문고,80,2700,0,0
경기 고양시,문촌7단지도서관,640,5500,0,0
경기 성남시,물푸레 작은도서관,888,9061,5,5
경기 용인시,물푸레도서관,1800,13119,0,2
경기 용인시,물푸레마을 새빛 도서관,340,2850,2,2
경기 용인시,미라클차일드어린이영어도서관,741,16000,0,0
경기 부천시,미소지움작은도서관,41,6964,0,0
경기 부천시,민들레 작은도서관,500,1800,1,8
경기 남양주시,민들레문고,800,8900,2,2
경기 오산시,민들레어린이도서관,0,1300,0,0
경기 수원시,민들레작은도서관,50,3050,0,0
경기 시흥시,민들레작은도서관,241,4913,0,0
경기 부천시,민들레홀씨작은도서관,1202,11583,4,4
경기 김포시,민통선도서관,0,3000,0,0
경기 양주시,밀물병영작은도서관,300,3000,0,0
경기 용인시,바른샘도서관,801,2802,0,2
경기 수원시,바른생협바로미도서관,105,3821,2,2
경기 안양시,박달1동 작은도서관,60,2258,0,0
경기 화성시,반달작은도서관,713,7574,0,6
경기 용인시,반도보라빌문고,0,2500,0,0
경기 김포시,반도유보라 작은도서관,329,5458,0,0
경기 고양시,반디 작은도서관,1000,7000,3,6
경기 화성시,반딧불 작은도서관(팔탄),368,6000,1,6
경기 화성시,반딧불 작은도서관(향남),3200,3200,8,8
경기 고양시,반딧불도서관,200,15000,0,0
경기 용인시,반딧불이도서관,742,13713,0,3
경기 양주시,반딧불이작은도서관,381,8283,3,5
경기 시흥시,반석도서관,700,1700,2,5
경기 화성시,반올림 작은도서관,1976,10076,12,24
경기 안산시,반월햇빛작은도서관,1568,13519,0,17
경기 화성시,발안마을주공,2579,5236,1,1
경기 광명시,밝은빛 음악 영어 작은도서관,500,1100,0,0
경기 광명시,밝은빛 작은도서관,549,7673,5,5
경기 수원시,밤밭새마을문고,500,13000,0,0
경기 용인시,밤토실어린이작은도서관,336,13724,2,4
경기 군포시,밥상머리북카페,1232,11888,10,10
경기 고양시,배움과 나눔작은도서관,0,1220,0,2
경기 용인시,백남준 라이브러리,548,7809,0,9
경기 고양시,백마작은도서관,1040,9386,0,0
경기 이천시,백사작은도서관,885,4563,0,0
경기 양주시,백석한승작은도서관,88,6581,0,0
경기 용인시,백암면 작은도서관,199,9715,0,0
경기 고양시,백합 작은도서관,500,2000,3,3
경기 의왕시,백합아파트문고,114,12100,0,0
경기 용인시,버들치도서관,443,4054,2,3
경기 부천시,범박휴먼시아2단지 작은도서관,985,8596,0,0
경기 고양시,벧엘문고,486,2000,0,0
경기 안양시,벽산,2000,3200,1,2
경기 용인시,벽산도서관,132,3890,0,0
경기 남양주시,별가람작은도서관 ,1214,1214,0,0
경기 남양주시,별내리슈빌작은도서관 ,73,2126,0,0
경기 남양주시,별내칸타빌작은도서관 ,1800,1800,0,0
경기 가평군,별빛도서관,0,3000,0,0
경기 과천시,별양4단지 새마을문고,130,4000,0,0
경기 과천시,별양6단지새마을문고,50,3500,0,0
경기 광주시,보들리안도서관,1618,6804,0,2
경기 안산시,보라매어린이작은도서관,527,3178,1,1
경기 안양시,보라미 작은도서관(교도소),93,2618,0,0
경기 성남시,보람무지개작은도서관,1938,4759,1,1
경기 김포시,보름산 미술관 작은도서관,0,1200,0,0
경기 부천시,보물단지작은도서관,892,16239,11,28
경기 안양시,보물창고,246,5949,0,0
경기 시흥시,보성아파트 희망도서실,0,4762,0,0
경기 시흥시,복된교회문고,0,2430,0,6
경기 부천시,복된교회작은도서관,0,3000,0,0
경기 부천시,복사꽃필무렵작은도서관,1299,17559,0,23
경기 양주시,복지작은도서관,0,1500,0,0
경기 안산시,본오1동작은도서관,2719,10669,1,25
경기 안산시,본오3동 장수작은도서관,669,5299,0,2
경기 안산시,본오책누리도서관,0,1300,0,2
경기 파주시,봄싹도서관,800,12579,0,0
경기 화성시,봉담아이파크도서관,600,5000,0,0
경기 양주시,봉암작은도서관,933,11138,3,3
경기 양주시,봉우작은도서관,94,9007,0,0
경기 파주시,봉일천등용도서관,2338,13934,0,18
경기 의왕시,부곡글고운도서관,1484,29780,7,7
경기 수원시,부광복지문고,90,1470,2,3
경기 안성시,부영도서관,1725,14261,0,5
경기 부천시,부천비전 작은도서관,500,5000,1,3
경기 안양시,부흥동주민센타,0,2239,0,0
경기 여주시,북내작은도서관,300,2300,0,0
경기 남양주시,북스토리,640,7400,0,0
경기 광명시,북스토리 작은도서관,1437,6810,2,6
경기 오산시,북카페 토기장이의 집,0,2500,0,0
경기 성남시,분당구미어린이 작은도서관,1693,26002,0,9
경기 고양시,불교명상 도서관,150,4374,0,0
경기 의정부시,브라운스톤흥선도서관,172,5626,0,2
경기 고양시,블루밍도서관,818,11265,4,6
경기 고양시,블루밍독서의집 새마을문고,221,7393,0,0
경기 안양시,비산3동 주민센터,93,1609,0,0
경기 이천시,비승병영도서관,0,7300,0,0
경기 하남시,비전 작은도서관,315,3070,0,6
경기 시흥시,비전나무작은도서관,300,3000,1,1
경기 고양시,비전도서관,500,4500,3,10
경기 평택시,비전작은도서관,3326,22606,0,7
경기 이천시,비전작은도서관,200,4700,0,3
경기 파주시,비전眞작은도서관,2533,2533,0,0
경기 양주시,빛과소금작은도서관,200,2000,0,2
경기 파주시,빛나요 작은도서관,568,2707,0,1
경기 화성시,쁘레네 작은도서관 별찌,352,2152,0,0
경기 고양시,쁘레네 작은도서관 별찌,400,1500,0,0
경기 광주시,쁘레네 작은도서관 별찌,20,1786,0,0
경기 용인시,쁘레네 작은도서관 별찌,100,2300,0,0
경기 군포시,쁘레네 작은도서관 별찌,140,2546,0,0
경기 수원시,쁘레네 작은도서관 별찌,100,2500,0,0
경기 성남시,쁘레네별찌(정자)작은도서관,400,2360,0,0
경기 성남시,쁘레네별찌(판교)작은도서관,402,2480,0,0
경기 이천시,쁘레네작은도서관,400,2400,1,1
경기 안산시,사3동작은도서관,674,5561,0,0
경기 안양시,사과나무꿈동산어린이,400,5800,0,0
경기 과천시,사과나무도서관,50,1750,0,0
경기 이천시,사동누리작은도서관,390,6700,2,7
경기 동두천시,사동초등학교 도서관,285,7134,0,2
경기 고양시,사랑나눔 도서관,1300,2500,5,5
경기 부천시,사랑나무가족도서관,1485,16158,0,18
경기 평택시,사랑나무작은도서관,1000,5000,2,2
경기 부천시,사랑샘작은도서관,200,1300,0,0
경기 하남시,사랑영어작은도서관,900,3000,0,0
경기 고양시,사랑의 샘,150,5500,0,0
경기 군포시,사랑이있는작은도서관,209,2980,0,0
경기 양주시,사랑작은도서관,0,1300,0,0
경기 여주시,사랑작은도서관,0,1500,1,1
경기 고양시,사리현 작은도서관,1253,8079,4,4
경기 광명시,사성 작은도서관,1,3686,1,2
경기 수원시,사이좋은도서관,2324,3128,0,0
경기 안성시,사자숲작은도서관,800,7000,3,5
경기 파주시,산들바람 작은도서관,500,3500,1,1
경기 군포시,산본역도서관,1056,1056,0,0
경기 여주시,산북작은도서관,895,13767,0,12
경기 양주시,산북작은도서관,170,8432,1,2
경기 의정부시,산악도서관,78,1254,0,5
경기 안양시,산오름어린이,300,7600,0,0
경기 김포시,살렘작은도서관,0,1200,0,0
경기 시흥시,삼립식품작은도서관,347,3027,2,2
경기 안양시,삼막골,2000,2000,0,0
경기 오산시,삼미마을 19단지 지혜관,1100,1500,0,9
경기 부천시,삼성래미안 작은도서관,1200,6200,0,0
경기 군포시,삼성마을 5단지 작은도서관,949,2499,0,0
경기 수원시,삼성알밤문고,200,8000,1,1
경기 안성시,삼죽도서관,1319,17144,0,7
경기 과천시,삼포새마을문고,350,1800,0,0
경기 용인시,삼풍동작은도서관,0,3394,0,0
경기 성남시,상대원3동작은도서관,357,7257,0,0
경기 화성시,상동비전 작은도서관,100,3000,0,2
경기 부천시,상동역칙칙폭폭도서관,1110,4344,9,13
경기 화성시,상록문고,1283,6036,0,1
경기 안산시,상록브니엘문고,63,2003,1,1
경기 연천군,상리작은도서관,84,3180,0,0
경기 평택시,상상도서관,600,8700,0,0
경기 수원시,상송마을주공작은도서관,1600,4600,0,1
경기 용인시,상현1동 작은도서관,469,17369,0,5
경기 화성시,새강꿈터도서관,0,1500,0,0
경기 화성시,새강마을 작은도서관,700,9000,2,2
경기 광명시,새나래 작은도서관,84,2568,0,0
경기 안양시,새날,0,1000,0,0
경기 안산시,새마을문고 수정작은도서관,99,10057,0,0
경기 안성시,새마을문고센터,0,3700,0,0
경기 부천시,새마을문고중앙회부천시지부,650,2150,0,0
경기 과천시,새마을중앙동문고,80,4500,0,0
경기 남양주시,새싹작은도서관,497,8646,0,8
경기 양주시,새싹작은도서관,465,7820,0,0
경기 안양시,새안양,0,3000,0,0
경기 고양시,새하늘작은도서관,300,9283,0,2
경기 여주시,새하늘작은도서관,282,1282,0,0
경기 시흥시,새희망교회,0,1300,0,0
경기 안산시,새희망작은도서관,50,3000,1,0
경기 시흥시,새희망작은도서관,0,4000,0,0
경기 화성시,샘내작은도서관,1571,11969,9,9
경기 수원시,샘물도서관,200,1500,5,15
경기 성남시,샘물어린이 작은도서관,454,16100,0,5
경기 군포시,샘물작은도서관,20,2820,3,10
경기 이천시,샘터작은도서관,376,5000,4,2
경기 남양주시,샘터작은도서관,110,3200,0,2
경기 화성시,생각마루,583,10765,0,0
경기 김포시,생각샘도서관,400,6509,0,0
경기 부천시,생글생글 작은도서관,500,4000,0,0
경기 수원시,생활연극작은도서관,10,1020,0,0
경기 군포시,샤론작은도서관,396,2299,1,2
경기 성남시,샤인작은도서관,389,3100,0,5
경기 안산시,샬롬문고,0,27500,0,0
경기 용인시,서농동 작은도서관,0,4933,0,0
경기 수원시,서둔동새마을문고,486,11207,0,0
경기 성남시,서라운드작은도서관,100,1602,0,0
경기 수원시,서수원자이 어린이 문고,644,3942,0,0
경기 고양시,서정 글 쉼터 도서관,200,2500,0,0
경기 평택시,서정작은도서관,2784,18944,0,9
경기 양평군,서종작은도서관,79,10187,2,3
경기 파주시,서축공업작은도서관,1030,6030,0,4
경기 화성시,서해 백일홍 북카페,1579,12473,3,3
경기 화성시,서해더블루LUX 작은도서관,25,1025,1,12
경기 성남시,서현청소년작은도서관,1023,29993,11,11
경기 안양시,석수1동 작은도서관,91,1625,0,0
경기 안양시,석수2동 작은도서관,79,3600,0,0
경기 안양시,석수3동 작은도서관,432,5687,0,0
경기 안산시,석수골작은도서관,1523,11855,0,12
경기 이천시,선경도서실,1217,5931,0,0
경기 안산시,선녀마을작은도서관,1072,5487,21,24
경기 포천시,선단동어린이작은도서관,0,1200,0,0
경기 포천시,선단작은도서관,1060,10973,0,1
경기 성남시,섬마을 5단지 작은도서관,1574,4500,3,3
경기 평택시,성광작은도서관,100,2000,1,10
경기 파주시,성원도서실,0,4034,0,0
경기 양주시,성은작은도서관,400,3672,0,0
경기 용인시,성지작은도서관,409,13203,0,0
경기 부천시,성진어린이작은도서관,468,4778,4,4
경기 성남시,성현작은도서관,3000,3800,0,0
경기 수원시,세류1동새마을문고,491,7500,0,0
경기 수원시,세류2동 새마을문고,618,8337,0,0
경기 수원시,세류3동새마을문고,491,9808,0,0
경기 오산시,세마고도서관,3901,12715,2,10
경기 광명시,세븐 작은도서관,800,5157,0,0
경기 양주시,세아작은도서관,110,7298,0,0
경기 남양주시,세우는도서관,100,1320,0,0
경기 광명시,세움 작은도서관,1000,2500,2,6
경기 화성시,센트럴 북카페 작은도서관 ,1331,13405,2,2
경기 화성시,센트럴파크작은도서관,100,2000,1,1
경기 부천시,소나무푸른작은도서관,1333,13058,0,0
경기 평택시,소망작은도서관,10,2000,0,0
경기 부천시,소사영어작은도서관,0,2500,0,0
경기 부천시,소새울가족도서관,1264,15632,3,12
경기 수원시,소성도서관,0,10000,0,0
경기 용인시,소소한작은행복도서관,5000,5000,2,2
경기 구리시,소월독서문화원,300,5000,0,0
경기 광명시,소하1동 작은도서관,860,3407,0,0
경기 의왕시,솔거아파트문고,268,2350,0,3
경기 김포시,솔래작은도서관,600,5000,0,1
경기 여주시,솔로몬작은도서관,100,2100,0,0
경기 가평군,솔빛도서관,0,5000,0,0
경기 성남시,솔샘 작은도서관,1072,8567,1,2
경기 부천시,솔안마을작은도서관,680,2000,0,3
경기 수원시,솔지 아동 영재 작은도서관,100,3100,3,5
경기 김포시,솔터2단지작은도서관,1000,3500,0,0
경기 김포시,솔터마을3단지 작은도서관,1408,3272,2,2
경기 화성시,송골우남작은도서관,1022,12189,3,3
경기 부천시,송내 작은도서관,1500,5200,1,10
경기 부천시,송내자이작은도서관,609,7256,0,0
경기 의정부시,송산1동작은도서관,551,14439,0,6
경기 의정부시,송산2동작은도서관,668,12216,0,0
경기 안성시,송정도서관,1083,16886,0,5
경기 수원시,송죽동새마을문고,510,13949,0,0
경기 평택시,송탄작은도서관,3553,19361,0,7
경기 안성시,송호문고,0,10500,0,0
경기 파주시,쇠재작은도서관,527,6400,0,0
경기 성남시,수내1동작은도서관,252,5930,0,0
경기 고양시,수냐의 수학도서관,100,3000,0,0
경기 남양주시,수동작은도서관,567,14321,14,8
경기 의정부시,수락글방,544,8790,6,10
경기 수원시,수원 다문화 도서관 지구별상상,500,8100,0,3
경기 수원시,수원교회문고,100,2000,0,2
경기 수원시,수정도서관,300,10000,0,10
경기 성남시,수정중앙작은도서관,300,1000,1,6
경기 성남시,수진2동작은도서관,3522,11544,0,0
경기 구리시,수택1동작은도서관,1019,11439,0,10
경기 구리시,수택작은도서관,1334,8889,1,14
경기 안양시,순종,719,3007,0,0
경기 파주시,술이홀도서관,299,9563,12,6
경기 연천군,숨마을작은도서관,300,2500,0,0
경기 의왕시,숲도서관,1306,3806,2,2
경기 부천시,숲속 작은도서관,1769,3711,0,13
경기 용인시,숲속도서관,5000,5765,3,3
경기 화성시,숲속모아 작은도서관,1276,7176,8,1
경기 화성시,숲속문고,400,5911,2,2
경기 의왕시,숲속옹달샘도서관,4000,4000,5,5
경기 양주시,숲속작은도서관,220,9105,0,0
경기 성남시,숲속작은도서관,756,5077,5,8
경기 의왕시,숲속책마을,600,3085,0,2
경기 김포시,쉴만한 물가,0,3800,0,0
경기 고양시,쉴만한 물가,500,8329,0,3
경기 용인시,스프라웃도서관,270,5120,1,5
경기 구리시,스프링작은도서관,500,4800,3,5
경기 이천시,시온성문고,0,1500,0,0
경기 부천시,시온열린작은도서관,1176,13290,0,10
경기 시흥시,시흥6차 푸르지오 2단지 푸른도서관,2500,2500,0,0
경기 성남시,시흥동작은도서관,0,1500,0,0
경기 시흥시,시흥새마을작은도서관,200,4388,0,0
경기 시흥시,시흥시발달장애인작은도서관,0,2000,0,0
경기 의정부시,신곡1동작은도서관,782,13748,0,3
경기 의정부시,신곡2동작은도서관,674,13683,1,20
경기 부천시,신광작은도서관,600,9000,0,0
경기 안산시,신길샛별작은도서관,1727,11503,0,11
경기 부천시,신나는가족도서관,923,14665,0,11
경기 의정부시,신도브래뉴PLUS,101,4394,2,2
경기 고양시,신도작은도서관,1112,6139,3,5
경기 남양주시,신마석 신도숲속북카페,609,4263,0,0
경기 수원시,신명새마을문고,421,12060,0,0
경기 성남시,신미주 작은도서관,602,7317,8,10
경기 용인시,신봉우남아파트도서관,450,9285,3,10
경기 포천시,신북작은도서관,230,8519,2,2
경기 의왕시,신안문고,129,2958,0,0
경기 용인시,신영지웰작은도서관,280,4680,0,0
경기 양주시,신우작은도서관,107,8198,2,0
경기 고양시,신원글마루 도서관,2000,2000,0,0
경기 의왕시,신원수선화아파트문고,850,10250,0,4
경기 화성시,신일 유토빌 책마을,914,3679,0,0
경기 화성시,신일해피트리2차(아)문고,50,3500,0,0
경기 평택시,신장작은도서관,20,1200,1,1
경기 화성시,신창2차 책마을,450,8600,0,0
경기 화성시,신창미션힐1차아파트 작은도서관,259,9023,0,6
경기 포천시,신평장자작은도서관,277,10209,0,0
